Order_ID,Order_Date,Customer_Age,Gender,Location,Product_Category,Quantity,Unit_Price
ORD10399,2025-04-02,33,Male,Chicago,Electronics,1,49.99
ORD10400,2025-11-27,32,Male,Los Angeles,Electronics,3,599.99
ORD10401,2025-08-11,23,Male,Seattle,Clothing,2,14.99
ORD10402,2025-05-26,37,Male,Houston,Electronics,4,1099.99
ORD10403,2025-04-02,28,Male,Miami,Electronics,1,49.99
ORD10404,2025-06-27,61,Female,Seattle,Beauty,2,9.99
ORD10405,2025-06-13,26,Female,Houston,Beauty,4,9.99
ORD10406,2025-12-01,60,Male,New York,Home & Kitchen,3,12.99
ORD10407,2025-11-21,25,Female,Houston,Home & Kitchen,3,12.99
ORD10408,2025-10-01,41,Male,Los Angeles,Beauty,1,18.5
ORD10409,2025-03-18,18,Male,Seattle,Home & Kitchen,5,85.0
ORD10410,2025-11-11,64,Female,Houston,Electronics,3,49.99
ORD10411,2025-01-21,25,Female,Houston,Home & Kitchen,5,24.99
ORD10412,2025-12-18,41,Male,Chicago,Home & Kitchen,5,24.99
ORD10413,2025-05-17,29,Male,Houston,Electronics,3,49.99
ORD10414,2025-06-02,58,Male,New York,Home & Kitchen,5,24.99
ORD10415,2025-07-22,33,Male,Miami,Electronics,2,599.99
ORD10416,2025-11-21,49,Male,Chicago,Home & Kitchen,5,12.99
ORD10417,2025-05-05,64,Female,Miami,Beauty,1,9.99
ORD10418,2025-06-17,41,Male,Miami,Electronics,5,49.99
ORD10419,2025-02-10,39,Female,Seattle,Home & Kitchen,4,12.99
ORD10420,2025-01-12,29,Non-binary,Chicago,Electronics,1,49.99
ORD10421,2025-04-09,54,Male,Chicago,Clothing,3,19.99
ORD10422,2025-10-21,48,Male,Houston,Home & Kitchen,3,85.0
ORD10423,2025-09-14,60,Male,Houston,Clothing,3,89.99
ORD10424,2025-01-03,44,Male,Houston,Clothing,3,89.99
ORD10425,2025-08-25,56,Female,Seattle,Home & Kitchen,2,24.99
ORD10426,2025-04-26,19,Female,Los Angeles,Electronics,5,1099.99
ORD10427,2025-08-24,55,Male,Miami,Home & Kitchen,4,12.99
ORD10428,2025-10-13,18,Male,Chicago,Home & Kitchen,2,12.99
ORD10429,2025-08-25,65,Female,Miami,Clothing,3,14.99
ORD10430,2025-07-26,20,Female,Miami,Electronics,5,49.99
ORD10431,2025-06-26,23,Male,Miami,Home & Kitchen,3,150.0
ORD10432,2025-06-11,46,Female,New York,Clothing,5,39.99
ORD10433,2025-06-30,54,Male,New York,Home & Kitchen,2,12.99
ORD10434,2025-07-12,52,Male,Miami,Electronics,4,299.99
ORD10435,2025-04-22,31,Non-binary,Miami,Home & Kitchen,2,85.0
ORD10436,2025-07-25,53,Male,Los Angeles,Beauty,3,75.0
ORD10437,2025-07-05,58,Male,Seattle,Home & Kitchen,2,12.99
ORD10438,2025-07-26,49,Female,Chicago,Beauty,2,29.99
ORD10439,2025-07-24,36,Male,Chicago,Beauty,1,29.99
ORD10440,2025-07-16,55,Female,Houston,Beauty,1,29.99
ORD10441,2025-11-13,32,Male,Miami,Electronics,1,49.99
ORD10442,2025-06-16,57,Male,Miami,Beauty,3,9.99
ORD10443,2025-01-12,65,Female,Seattle,Beauty,2,29.99
ORD10444,2025-08-23,41,Female,Los Angeles,Clothing,2,14.99
ORD10445,2025-06-15,26,Male,New York,Clothing,4,14.99
ORD10446,2025-05-06,61,Female,Los Angeles,Clothing,5,14.99
ORD10447,2025-11-25,25,Female,Chicago,Clothing,4,39.99
ORD10448,2025-02-05,18,Female,Seattle,Beauty,4,18.5
ORD10449,2025-02-06,44,Non-binary,Seattle,Electronics,4,299.99
ORD10450,2025-09-04,64,Male,Houston,Electronics,4,1099.99
ORD10451,2025-09-19,58,Female,Houston,Electronics,2,299.99
ORD10452,2025-05-15,55,Female,New York,Clothing,4,89.99
ORD10453,2025-12-03,39,Male,Los Angeles,Beauty,3,29.99
ORD10454,2025-02-19,39,Female,New York,Beauty,2,18.5
ORD10455,2025-05-14,39,Male,Houston,Home & Kitchen,3,12.99
ORD10456,2025-10-18,35,Female,Los Angeles,Clothing,1,89.99
ORD10457,2025-04-24,41,Female,Seattle,Home & Kitchen,2,150.0
ORD10458,2025-10-18,58,Male,Seattle,Beauty,2,75.0
ORD10459,2025-12-22,26,Male,Chicago,Beauty,2,75.0
ORD10460,2025-01-15,31,Female,Los Angeles,Electronics,3,1099.99
ORD10461,2025-09-18,65,Female,Miami,Beauty,5,18.5
ORD10462,2025-03-29,40,Female,Miami,Home & Kitchen,4,150.0
ORD10463,2025-09-06,59,Male,Miami,Beauty,4,29.99
ORD10464,2025-07-14,18,Female,New York,Home & Kitchen,3,85.0
ORD10465,2025-04-16,32,Male,Miami,Electronics,3,599.99
ORD10466,2025-09-13,47,Female,Seattle,Electronics,2,599.99
ORD10467,2025-07-06,60,Male,Seattle,Electronics,5,1099.99
ORD10468,2025-02-04,35,Female,Miami,Electronics,4,299.99
ORD10469,2025-10-18,51,Male,Chicago,Clothing,2,39.99
ORD10470,2025-12-20,63,Female,New York,Home & Kitchen,1,150.0
ORD10471,2025-04-08,64,Female,New York,Clothing,1,89.99
ORD10472,2025-04-17,32,Male,Miami,Beauty,1,18.5
ORD10473,2025-10-02,21,Male,Seattle,Electronics,4,599.99
ORD10474,2025-03-01,46,Male,Los Angeles,Electronics,5,599.99
ORD10475,2025-09-07,37,Female,Miami,Beauty,4,9.99
ORD10476,2025-11-26,30,Female,Seattle,Beauty,3,9.99
ORD10477,2025-07-28,56,Male,Seattle,Clothing,5,89.99
ORD10478,2025-09-05,50,Male,Seattle,Home & Kitchen,5,150.0
ORD10479,2025-05-08,39,Male,Miami,Home & Kitchen,1,12.99
ORD10480,2025-04-04,49,Male,Miami,Beauty,2,18.5
ORD10481,2025-04-02,22,Female,Seattle,Home & Kitchen,4,24.99
ORD10482,2025-06-25,58,Female,Los Angeles,Clothing,2,19.99
ORD10483,2025-04-20,37,Female,Chicago,Beauty,3,9.99
ORD10484,2025-11-09,31,Female,Los Angeles,Home & Kitchen,2,85.0
ORD10485,2025-07-22,28,Female,Miami,Clothing,5,89.99
ORD10486,2025-08-31,59,Female,Houston,Home & Kitchen,3,85.0
ORD10487,2025-08-30,37,Male,Chicago,Home & Kitchen,3,150.0
ORD10488,2025-08-19,37,Male,Houston,Beauty,4,9.99
ORD10489,2025-01-29,44,Male,Los Angeles,Beauty,1,75.0
ORD10490,2025-12-27,30,Male,Seattle,Home & Kitchen,3,150.0
ORD10491,2025-01-13,38,Male,Houston,Home & Kitchen,2,85.0
ORD10492,2025-11-13,50,Male,Chicago,Electronics,2,299.99
ORD10493,2025-03-24,38,Female,Seattle,Beauty,4,9.99
ORD10494,2025-12-19,63,Female,Chicago,Beauty,1,9.99
ORD10495,2025-01-29,58,Male,Miami,Home & Kitchen,3,12.99
ORD10496,2025-02-26,48,Male,Seattle,Electronics,4,1099.99
ORD10497,2025-03-19,27,Female,Miami,Clothing,4,19.99
ORD10498,2025-05-06,38,Female,Seattle,Home & Kitchen,1,150.0
ORD10499,2025-03-13,22,Female,Seattle,Home & Kitchen,4,150.0
ORD10500,2025-04-20,29,Male,Los Angeles,Beauty,3,75.0
ORD10501,2025-04-12,61,Non-binary,Chicago,Home & Kitchen,2,24.99
ORD10502,2025-03-03,59,Male,Houston,Beauty,5,9.99
ORD10503,2025-01-31,50,Male,Miami,Beauty,5,9.99
ORD10504,2025-06-17,52,Female,Miami,Home & Kitchen,1,24.99
ORD10505,2025-10-17,23,Non-binary,New York,Clothing,5,19.99
ORD10506,2025-08-28,57,Female,Los Angeles,Electronics,3,49.99
ORD10507,2025-08-27,46,Female,Seattle,Clothing,1,89.99
ORD10508,2025-04-04,59,Female,Houston,Beauty,4,9.99
ORD10509,2025-10-22,36,Male,Houston,Electronics,2,299.99
ORD10510,2025-06-15,45,Male,Los Angeles,Home & Kitchen,2,12.99
ORD10511,2025-10-22,40,Female,Seattle,Clothing,2,39.99
ORD10512,2025-04-16,37,Male,New York,Electronics,5,599.99
ORD10513,2025-06-28,22,Male,Chicago,Clothing,2,39.99
ORD10514,2025-06-05,28,Male,Chicago,Clothing,3,39.99
ORD10515,2025-01-14,26,Female,Houston,Electronics,1,49.99
ORD10516,2025-08-16,65,Female,Los Angeles,Beauty,4,9.99
ORD10517,2025-08-13,43,Male,Houston,Electronics,2,299.99
ORD10518,2025-09-17,55,Female,New York,Clothing,1,39.99
ORD10519,2025-09-08,65,Female,Seattle,Home & Kitchen,2,12.99
ORD10520,2025-04-18,23,Female,Chicago,Beauty,5,75.0
ORD10521,2025-02-27,47,Male,Houston,Beauty,1,18.5
ORD10522,2025-07-01,41,Female,New York,Beauty,2,75.0
ORD10523,2025-12-26,23,Female,Houston,Beauty,3,9.99
ORD10524,2025-11-28,38,Male,Los Angeles,Clothing,2,19.99
ORD10525,2025-09-23,27,Male,Houston,Electronics,5,299.99
ORD10526,2025-04-18,65,Female,Chicago,Beauty,4,29.99
ORD10527,2025-03-30,29,Female,Los Angeles,Clothing,1,89.99
ORD10528,2025-03-25,19,Female,Chicago,Beauty,3,75.0
ORD10529,2025-11-15,38,Male,New York,Home & Kitchen,4,24.99
ORD10530,2025-01-18,65,Female,Houston,Electronics,5,49.99
ORD10531,2025-09-26,28,Male,New York,Home & Kitchen,1,85.0
ORD10532,2025-08-03,22,Male,Houston,Beauty,5,18.5
ORD10533,2025-08-14,26,Female,Seattle,Electronics,4,1099.99
ORD10534,2025-08-29,34,Male,Seattle,Home & Kitchen,4,24.99
ORD10535,2025-09-10,65,Female,Miami,Clothing,2,39.99
ORD10536,2025-09-21,26,Female,Los Angeles,Clothing,1,19.99
ORD10537,2025-07-26,36,Female,New York,Clothing,3,39.99
ORD10538,2025-04-05,64,Female,Chicago,Beauty,2,75.0
ORD10539,2025-06-17,45,Male,Los Angeles,Electronics,1,49.99
ORD10540,2025-04-12,29,Male,Seattle,Electronics,2,599.99
ORD10541,2025-07-23,38,Male,Houston,Beauty,2,75.0
ORD10542,2025-11-18,54,Male,Los Angeles,Beauty,5,75.0
ORD10543,2025-08-14,25,Female,Seattle,Home & Kitchen,2,150.0
ORD10544,2025-05-11,39,Female,Houston,Beauty,3,9.99
ORD10545,2025-09-23,34,Male,Chicago,Beauty,5,9.99
ORD10546,2025-03-06,24,Male,Houston,Electronics,5,299.99
ORD10547,2025-12-31,36,Male,Chicago,Home & Kitchen,4,12.99
ORD10548,2025-10-11,23,Non-binary,Miami,Clothing,5,14.99
ORD10549,2025-04-10,27,Female,Los Angeles,Electronics,3,599.99
ORD10550,2025-09-27,56,Female,Miami,Electronics,5,1099.99
ORD10551,2025-04-28,62,Female,Miami,Clothing,2,89.99
ORD10552,2025-02-21,61,Male,Seattle,Clothing,5,39.99
ORD10553,2025-11-09,45,Female,Chicago,Electronics,3,49.99
ORD10554,2025-07-19,51,Non-binary,Houston,Beauty,2,75.0
ORD10555,2025-06-03,18,Male,Seattle,Home & Kitchen,5,85.0
ORD10556,2025-11-01,22,Male,Houston,Clothing,4,39.99
ORD10557,2025-03-24,33,Male,Los Angeles,Beauty,5,18.5
ORD10558,2025-04-10,33,Female,New York,Clothing,2,89.99
ORD10559,2025-07-25,25,Female,Miami,Clothing,4,39.99
ORD10560,2025-03-14,61,Male,Chicago,Electronics,5,299.99
ORD10561,2025-06-09,51,Male,Seattle,Beauty,4,29.99
ORD10562,2025-06-02,25,Female,Miami,Beauty,1,29.99
ORD10563,2025-06-24,35,Female,New York,Beauty,1,75.0
ORD10564,2025-11-17,47,Male,Los Angeles,Beauty,2,75.0
ORD10565,2025-09-25,24,Male,Seattle,Home & Kitchen,4,85.0
ORD10566,2025-12-26,45,Male,Seattle,Electronics,3,1099.99
ORD10567,2025-05-09,58,Female,Houston,Home & Kitchen,1,150.0
ORD10568,2025-01-07,24,Female,Houston,Clothing,2,14.99
ORD10569,2025-10-30,45,Female,New York,Beauty,5,18.5
ORD10570,2025-09-23,60,Male,Miami,Electronics,5,299.99
ORD10571,2025-02-18,25,Non-binary,Los Angeles,Home & Kitchen,4,12.99
ORD10572,2025-01-21,40,Female,Houston,Beauty,4,9.99
ORD10573,2025-11-18,65,Female,Seattle,Electronics,5,599.99
ORD10574,2025-04-03,19,Female,Chicago,Electronics,4,1099.99
ORD10575,2025-01-15,64,Female,Chicago,Home & Kitchen,3,150.0
ORD10576,2025-05-08,35,Male,New York,Home & Kitchen,3,12.99
ORD10577,2025-03-24,31,Female,Miami,Home & Kitchen,3,12.99
ORD10578,2025-03-30,49,Female,Chicago,Home & Kitchen,3,85.0
ORD10579,2025-06-06,24,Female,New York,Beauty,5,75.0
ORD10580,2025-09-12,58,Male,Houston,Clothing,4,89.99
ORD10581,2025-06-29,39,Female,Chicago,Clothing,3,39.99
ORD10582,2025-01-09,25,Male,Chicago,Home & Kitchen,4,85.0
ORD10583,2025-11-13,62,Male,New York,Electronics,3,49.99
ORD10584,2025-03-16,63,Male,Chicago,Beauty,4,29.99
ORD10585,2025-02-23,65,Female,Chicago,Electronics,2,1099.99
ORD10586,2025-08-15,20,Male,Los Angeles,Home & Kitchen,4,24.99
ORD10587,2025-04-25,62,Non-binary,Los Angeles,Clothing,2,14.99
ORD10588,2025-03-16,18,Male,New York,Beauty,4,18.5
ORD10589,2025-10-12,53,Non-binary,Los Angeles,Beauty,5,29.99
ORD10590,2025-10-25,43,Female,Houston,Home & Kitchen,3,150.0
ORD10591,2025-08-09,41,Male,Los Angeles,Home & Kitchen,1,150.0
ORD10592,2025-12-21,26,Male,Seattle,Clothing,1,39.99
ORD10593,2025-09-17,63,Female,Chicago,Electronics,3,599.99
ORD10594,2025-12-26,59,Non-binary,Los Angeles,Beauty,5,75.0
ORD10595,2025-01-28,47,Female,Houston,Beauty,2,9.99
ORD10596,2025-01-12,53,Male,Seattle,Electronics,4,1099.99
ORD10597,2025-12-28,27,Male,Chicago,Electronics,5,1099.99
ORD10598,2025-05-10,64,Male,Miami,Beauty,2,18.5
ORD10599,2025-07-22,31,Female,Chicago,Home & Kitchen,2,150.0
ORD10600,2025-10-19,50,Female,Los Angeles,Home & Kitchen,5,24.99
ORD10601,2025-01-28,63,Female,Miami,Electronics,5,299.99
ORD10602,2025-02-02,51,Male,Los Angeles,Clothing,5,39.99
ORD10603,2025-04-02,29,Male,Houston,Electronics,1,1099.99
ORD10604,2025-02-18,43,Female,Seattle,Beauty,4,18.5
ORD10605,2025-12-23,48,Male,Chicago,Clothing,3,19.99
ORD10606,2025-07-01,29,Female,Chicago,Beauty,2,9.99
ORD10607,2025-05-14,43,Male,Chicago,Electronics,4,1099.99
ORD10608,2025-02-18,51,Male,Miami,Electronics,3,299.99
ORD10609,2025-02-18,28,Male,Miami,Electronics,3,299.99
ORD10610,2025-07-16,37,Male,Miami,Home & Kitchen,2,24.99
ORD10611,2025-04-07,58,Female,Los Angeles,Clothing,1,89.99
ORD10612,2025-12-16,27,Female,Miami,Clothing,2,14.99
ORD10613,2025-09-17,27,Female,Houston,Electronics,5,299.99
ORD10614,2025-03-03,37,Female,New York,Home & Kitchen,5,85.0
ORD10615,2025-09-23,28,Female,Houston,Clothing,5,39.99
ORD10616,2025-06-22,47,Female,Miami,Beauty,1,18.5
ORD10617,2025-12-09,53,Male,Los Angeles,Home & Kitchen,2,85.0
ORD10618,2025-09-09,30,Female,New York,Home & Kitchen,4,24.99
ORD10619,2025-12-04,63,Female,Miami,Electronics,3,299.99
ORD10620,2025-09-27,54,Female,Miami,Beauty,3,29.99
ORD10621,2025-06-14,26,Male,Los Angeles,Home & Kitchen,4,12.99
ORD10622,2025-08-11,42,Male,New York,Beauty,3,9.99
ORD10623,2025-10-15,48,Female,Chicago,Beauty,1,75.0
ORD10624,2025-09-28,20,Male,New York,Home & Kitchen,3,85.0
ORD10625,2025-01-25,52,Male,Chicago,Beauty,3,29.99
ORD10626,2025-10-03,21,Female,Seattle,Beauty,5,29.99
ORD10627,2025-07-09,61,Female,Los Angeles,Electronics,2,49.99
ORD10628,2025-04-24,63,Male,Seattle,Clothing,2,14.99
ORD10629,2025-10-20,58,Female,New York,Beauty,1,29.99
ORD10630,2025-05-29,18,Female,Seattle,Home & Kitchen,4,85.0
ORD10631,2025-04-27,41,Female,Houston,Electronics,2,599.99
ORD10632,2025-11-03,33,Female,Chicago,Beauty,2,75.0
ORD10633,2025-12-01,65,Female,Houston,Electronics,4,49.99
ORD10634,2025-07-13,35,Female,Los Angeles,Beauty,5,75.0
ORD10635,2025-01-06,58,Female,New York,Beauty,2,29.99
ORD10636,2025-02-06,58,Male,Los Angeles,Beauty,2,9.99
ORD10637,2025-10-02,38,Male,Seattle,Home & Kitchen,3,12.99
ORD10638,2025-10-02,36,Male,Miami,Home & Kitchen,1,24.99
ORD10639,2025-07-22,30,Non-binary,Miami,Beauty,2,29.99
ORD10640,2025-09-23,20,Female,New York,Electronics,1,599.99
ORD10641,2025-07-18,29,Male,Seattle,Electronics,4,599.99
ORD10642,2025-11-12,41,Male,Los Angeles,Beauty,5,9.99
ORD10643,2025-04-07,31,Female,New York,Electronics,3,599.99
ORD10644,2025-05-09,29,Male,Los Angeles,Electronics,4,49.99
ORD10645,2025-03-20,36,Female,Los Angeles,Clothing,3,39.99
ORD10646,2025-12-03,64,Male,Houston,Electronics,5,599.99
ORD10647,2025-09-28,36,Female,Los Angeles,Home & Kitchen,1,24.99
ORD10648,2025-12-17,22,Male,Miami,Electronics,3,599.99
ORD10649,2025-07-09,20,Male,New York,Clothing,4,19.99
ORD10650,2025-01-02,54,Male,Houston,Electronics,1,599.99
ORD10651,2025-10-16,52,Male,Seattle,Beauty,3,18.5
ORD10652,2025-12-18,57,Male,Seattle,Clothing,5,14.99
ORD10653,2025-05-09,40,Non-binary,Seattle,Beauty,2,18.5
ORD10654,2025-08-21,52,Female,Los Angeles,Clothing,2,89.99
ORD10655,2025-07-18,34,Female,Chicago,Electronics,3,49.99
ORD10656,2025-03-15,20,Female,Seattle,Clothing,2,14.99
ORD10657,2025-11-17,40,Male,Houston,Beauty,4,18.5
ORD10658,2025-08-20,46,Non-binary,Houston,Home & Kitchen,3,150.0
ORD10659,2025-12-07,43,Male,Miami,Clothing,2,39.99
ORD10660,2025-12-31,30,Female,Seattle,Home & Kitchen,5,12.99
ORD10661,2025-07-29,41,Female,Los Angeles,Beauty,4,29.99
ORD10662,2025-02-25,52,Female,Chicago,Beauty,2,9.99
ORD10663,2025-04-22,39,Female,Los Angeles,Beauty,2,18.5
ORD10664,2025-08-15,19,Female,Houston,Clothing,5,89.99
ORD10665,2025-03-21,59,Male,Los Angeles,Clothing,3,14.99
ORD10666,2025-08-28,33,Female,Los Angeles,Beauty,5,75.0
ORD10667,2025-11-10,51,Female,New York,Electronics,1,299.99
ORD10668,2025-01-11,18,Female,New York,Home & Kitchen,3,24.99
ORD10669,2025-07-02,30,Female,Los Angeles,Home & Kitchen,3,24.99
ORD10670,2025-11-16,38,Female,Houston,Beauty,2,75.0
ORD10671,2025-05-29,37,Male,Miami,Clothing,2,39.99
ORD10672,2025-08-01,25,Female,Miami,Beauty,5,29.99
ORD10673,2025-10-10,58,Female,Chicago,Clothing,2,19.99
ORD10674,2025-08-16,24,Female,Los Angeles,Beauty,4,18.5
ORD10675,2025-09-02,28,Female,Miami,Home & Kitchen,5,12.99
ORD10676,2025-10-20,29,Male,New York,Beauty,3,75.0
ORD10677,2025-02-13,41,Male,Los Angeles,Home & Kitchen,2,12.99
ORD10678,2025-02-26,60,Male,Seattle,Home & Kitchen,1,150.0
ORD10679,2025-07-01,56,Non-binary,Houston,Electronics,2,49.99
ORD10680,2025-07-06,34,Male,Chicago,Electronics,3,49.99
ORD10681,2025-03-27,21,Female,Seattle,Home & Kitchen,4,150.0
ORD10682,2025-08-10,39,Male,Seattle,Beauty,3,9.99
ORD10683,2025-10-10,20,Male,Miami,Electronics,3,299.99
ORD10684,2025-07-14,30,Female,Houston,Beauty,3,9.99
ORD10685,2025-12-23,42,Male,Miami,Beauty,3,18.5
ORD10686,2025-03-09,40,Female,Miami,Clothing,3,14.99
ORD10687,2025-05-17,23,Female,Seattle,Electronics,5,1099.99
ORD10688,2025-02-28,19,Female,New York,Clothing,2,19.99
ORD10689,2025-07-11,22,Male,Los Angeles,Electronics,1,299.99
ORD10690,2025-01-07,65,Female,Miami,Electronics,5,599.99
ORD10691,2025-11-17,47,Female,Chicago,Electronics,1,299.99
ORD10692,2025-12-27,26,Male,Seattle,Electronics,1,599.99
ORD10693,2025-02-16,18,Male,Seattle,Clothing,1,39.99
ORD10694,2025-02-10,42,Male,Miami,Clothing,2,14.99
ORD10695,2025-12-29,49,Female,Los Angeles,Beauty,5,75.0
ORD10696,2025-02-01,46,Male,New York,Electronics,2,599.99
ORD10697,2025-05-15,27,Female,Miami,Clothing,1,19.99
ORD10698,2025-04-07,29,Female,Los Angeles,Clothing,5,14.99
ORD10699,2025-06-01,56,Male,Seattle,Home & Kitchen,4,85.0
ORD10700,2025-05-09,40,Female,Miami,Electronics,3,1099.99
ORD10701,2025-03-24,22,Male,Houston,Home & Kitchen,5,24.99
ORD10702,2025-08-09,23,Female,Seattle,Beauty,1,9.99
ORD10703,2025-06-13,55,Female,Chicago,Electronics,3,1099.99
ORD10704,2025-08-19,40,Female,Houston,Home & Kitchen,3,12.99
ORD10705,2025-09-08,38,Female,Seattle,Clothing,5,39.99
ORD10706,2025-03-29,20,Female,Houston,Beauty,3,18.5
ORD10707,2025-07-26,47,Female,Houston,Beauty,2,29.99
ORD10708,2025-07-17,44,Female,Los Angeles,Home & Kitchen,2,12.99
ORD10709,2025-07-24,41,Male,Seattle,Clothing,5,39.99
ORD10710,2025-04-05,31,Male,Houston,Beauty,3,29.99
ORD10711,2025-06-22,30,Male,Houston,Clothing,5,89.99
ORD10712,2025-05-23,32,Male,Miami,Beauty,4,18.5
ORD10713,2025-03-23,49,Non-binary,New York,Home & Kitchen,1,24.99
ORD10714,2025-06-15,63,Female,Chicago,Clothing,5,39.99
ORD10715,2025-09-11,31,Male,New York,Home & Kitchen,3,85.0
ORD10716,2025-11-19,37,Female,Houston,Electronics,5,599.99
ORD10717,2025-05-25,39,Female,Seattle,Clothing,5,89.99
ORD10718,2025-08-31,22,Male,Chicago,Beauty,2,29.99
ORD10719,2025-06-17,62,Male,Chicago,Beauty,5,75.0
ORD10720,2025-06-24,54,Female,Seattle,Clothing,3,39.99
ORD10721,2025-11-20,54,Non-binary,Los Angeles,Clothing,4,39.99
ORD10722,2025-10-16,48,Female,Chicago,Electronics,2,49.99
ORD10723,2025-11-16,38,Male,Houston,Beauty,1,75.0
ORD10724,2025-08-19,42,Female,Chicago,Clothing,1,89.99
ORD10725,2025-08-31,33,Male,New York,Home & Kitchen,5,150.0
ORD10726,2025-09-05,53,Male,Chicago,Home & Kitchen,3,12.99
ORD10727,2025-11-06,52,Male,Seattle,Clothing,3,19.99
ORD10728,2025-02-01,65,Female,Miami,Home & Kitchen,4,85.0
ORD10729,2025-08-05,62,Female,New York,Home & Kitchen,2,150.0
ORD10730,2025-03-15,36,Male,Seattle,Beauty,3,9.99
ORD10731,2025-08-27,27,Male,Houston,Clothing,3,14.99
ORD10732,2025-02-25,35,Female,Los Angeles,Beauty,2,75.0
ORD10733,2025-10-28,26,Male,New York,Electronics,3,299.99
ORD10734,2025-10-10,48,Male,Chicago,Beauty,4,9.99
ORD10735,2025-11-27,38,Male,Chicago,Electronics,3,1099.99
ORD10736,2025-10-17,54,Male,Miami,Electronics,4,599.99
ORD10737,2025-02-02,22,Male,New York,Clothing,1,39.99
ORD10738,2025-07-04,40,Male,Houston,Home & Kitchen,4,24.99
ORD10739,2025-07-25,52,Male,Houston,Beauty,5,29.99
ORD10740,2025-02-15,31,Male,New York,Home & Kitchen,2,85.0
ORD10741,2025-01-29,59,Female,New York,Electronics,4,599.99
ORD10742,2025-01-22,20,Male,Los Angeles,Clothing,5,39.99
ORD10743,2025-06-13,38,Male,Seattle,Beauty,5,9.99
ORD10744,2025-05-29,49,Male,Seattle,Beauty,1,9.99
ORD10745,2025-04-13,55,Male,Los Angeles,Beauty,3,9.99
ORD10746,2025-12-26,23,Female,Chicago,Clothing,2,14.99
ORD10747,2025-03-19,52,Male,Seattle,Home & Kitchen,5,150.0
ORD10748,2025-07-11,50,Male,Los Angeles,Home & Kitchen,2,150.0
ORD10749,2025-06-17,34,Male,Seattle,Home & Kitchen,1,12.99
ORD10750,2025-08-17,56,Non-binary,Seattle,Beauty,2,29.99
ORD10751,2025-02-27,20,Male,New York,Clothing,5,39.99
ORD10752,2025-06-02,62,Female,Miami,Home & Kitchen,4,150.0
ORD10753,2025-01-28,59,Female,Miami,Home & Kitchen,5,85.0
ORD10754,2025-01-13,37,Male,Los Angeles,Home & Kitchen,4,85.0
ORD10755,2025-07-18,64,Male,Houston,Clothing,4,14.99
ORD10756,2025-10-15,56,Male,Seattle,Clothing,5,19.99
ORD10757,2025-02-24,18,Female,Miami,Electronics,3,299.99
ORD10758,2025-01-01,37,Male,Seattle,Clothing,1,19.99
ORD10759,2025-07-08,31,Female,Houston,Home & Kitchen,3,24.99
ORD10760,2025-08-02,59,Male,New York,Electronics,2,1099.99
ORD10761,2025-05-15,47,Female,Los Angeles,Electronics,4,299.99
ORD10762,2025-03-31,18,Male,Seattle,Clothing,5,14.99
ORD10763,2025-12-22,53,Male,New York,Beauty,2,9.99
ORD10764,2025-04-21,22,Male,Houston,Electronics,4,299.99
ORD10765,2025-08-10,47,Male,New York,Electronics,3,299.99
ORD10766,2025-12-30,36,Female,Los Angeles,Home & Kitchen,3,24.99
ORD10767,2025-04-07,33,Female,New York,Electronics,5,49.99
ORD10768,2025-12-26,49,Female,Seattle,Electronics,3,1099.99
ORD10769,2025-02-15,56,Male,Houston,Clothing,3,89.99
ORD10770,2025-10-10,52,Male,Seattle,Home & Kitchen,2,12.99
ORD10771,2025-10-25,43,Male,Chicago,Home & Kitchen,4,85.0
ORD10772,2025-12-12,52,Male,Houston,Electronics,2,1099.99
ORD10773,2025-06-20,40,Female,Houston,Clothing,3,19.99
ORD10774,2025-09-17,58,Male,Chicago,Clothing,2,39.99
ORD10775,2025-12-21,43,Male,Houston,Electronics,5,299.99
ORD10776,2025-02-23,54,Male,Miami,Clothing,3,39.99
ORD10777,2025-09-08,25,Male,Chicago,Beauty,2,18.5
ORD10778,2025-10-23,40,Female,Seattle,Electronics,4,599.99
ORD10779,2025-03-21,62,Female,Los Angeles,Electronics,4,299.99
ORD10780,2025-03-15,22,Female,Chicago,Clothing,3,14.99
ORD10781,2025-04-18,52,Female,Los Angeles,Electronics,1,299.99
ORD10782,2025-06-01,25,Male,Seattle,Electronics,3,299.99
ORD10783,2025-08-20,25,Male,Chicago,Beauty,5,9.99
ORD10784,2025-06-03,39,Male,Los Angeles,Home & Kitchen,5,12.99
ORD10785,2025-10-29,48,Female,Miami,Electronics,1,49.99
ORD10786,2025-09-13,38,Male,Chicago,Beauty,5,18.5
ORD10787,2025-02-20,45,Female,Miami,Home & Kitchen,1,12.99
ORD10788,2025-07-14,20,Non-binary,New York,Beauty,5,75.0
ORD10789,2025-02-17,23,Male,Seattle,Electronics,4,49.99
ORD10790,2025-06-22,33,Female,Houston,Electronics,3,1099.99
ORD10791,2025-10-10,63,Female,Los Angeles,Beauty,1,9.99
ORD10792,2025-12-17,26,Female,Seattle,Electronics,1,49.99
ORD10793,2025-09-15,29,Female,Seattle,Beauty,3,9.99
ORD10794,2025-10-27,25,Female,Houston,Clothing,3,14.99
ORD10795,2025-03-25,20,Male,Chicago,Beauty,2,9.99
ORD10796,2025-02-09,30,Female,Los Angeles,Electronics,2,49.99
ORD10797,2025-07-12,20,Male,Los Angeles,Home & Kitchen,2,12.99
